index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
6653,28127603,9,25,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,115,CACHOEIRO DE ITAPEMIRIM                                     ,"RUA 25 DE MARÇO, N.º 15",          ,                                                  ,CENTRO,29300-100,CACHOEIRODEITAPEMIRIM,ES,1938-01-07 00:00:00,28,33835000,9999979048,3201209,-20.85201,-41.11017,,
6654,28127603,179,9,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,681,EMPRESARIAL CACHOEIRO                                       ,RUA 25 DE MARCO,15,ANDAR 2                                           ,CENTRO,29300-100,CACHOEIRODEITAPEMIRIM,ES,19/12/2022 ,28,33835035,9999007207,3201209,-20.85201,-41.11017,,
6656,60701190,3956,5,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9362,CACHOEIRO DE ITAPEMIRIM/DESLANDE                            ,"RUA CAPITÃO DESLANDES, 53",          ,PARTE                                             ,CENTRO,29300-190,CACHOEIRODEITAPEMIRIM,ES,26/10/2009 ,11,30034828,9999589823,3201209,-20.84823,-41.11487,,
6657,60746948,662,10,BANCO BRADESCO S.A.,Banco Múltiplo,553,"CACHOEIRO DE ITAPEMIRIM, CENTRO, ES                         ",RUA CAPITAO DESLANDES,60,                                                  ,CENTRO,29300-190,CACHOEIRODEITAPEMIRIM,ES,28/02/1974 ,28,35210211,9999967806,3201209,-20.84823,-41.11487,,
6658,90400888,2329,49,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3427,001-3427 CACHOEIRO DE ITAPEMIRIM                            ,RUA CAPITAO DESLANDES,54,A 58 SL GALPAO                                    ,CENTRO,29300-190,CACHOEIRODEITAPEMIRIM,ES,30/04/2009 ,27,5216355,9999608238,3201209,-20.84823,-41.11487,,
6660,60701190,3182,95,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7854,CACHOEIRO DE ITAPEMIRIM/SANTO ANTONIO                       ,"AV GOVERNADOR JONES DOS SANTOS NEVES, 56",          ,                                                  ,SANTOANTONIO,29300-500,CACHOEIRODEITAPEMIRIM,ES,2008-09-04 00:00:00,11,30034828,9999653808,3201209,-20.84573,-41.12238,,
6667,28127603,105,64,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,199,ITAPEMIRIM                                                  ,"RUA BERNARDINO MONTEIRO, 95",          ,                                                  ,CENTRO,29330-000,ITAPEMIRIM,ES,1993-03-05 00:00:00,28,35296023,9999978958,3202801,-20.9829904,-40.9990597,-20.9829904,-40.9990597
6668,60746948,1712,78,BANCO BRADESCO S.A.,Banco Múltiplo,1478,"ITAPEMIRIM, ES                                              ","RUA AMPHILOQUIO MORENO, 281",          ,                                                  ,CENTRO,29330-000,ITAPEMIRIM,ES,14/03/1985 ,28,35295028,9999966882,3202801,-20.9829904,-40.9990597,-20.9829904,-40.9990597
6671,28127603,43,27,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,157,MARATAIZES                                                  ,"AV. RUBENS RANGEL, 148",          ,                                                  ,ILMENITA,29345-000,MARATAIZES,ES,21/11/1975 ,28,35322322,9999979014,3203320,-21.1099128,-40.8980767,-21.1099128,-40.8980767
6674,28127603,55,60,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,162,PRESIDENTE KENNEDY                                          ,RUA ATILA VIVACQUA 57,          ,                                                  ,CENTRO,29350-000,PRESIDENTEKENNEDY,ES,1978-03-04 00:00:00,28,35351322,9999979002,3204302,-21.1153921,-41.0797172,-21.1153921,-41.0797172
6677,28127603,10,69,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,116,CASTELO                                                     ,"PRACA TRES IRMAOS, N.º 40",          ,                                                  ,CENTRO,29360-000,CASTELO,ES,1946-03-06 00:00:00,28,35421120,9999979047,3201407,-20.5470065,-41.1602597,-20.5470065,-41.1602597
6678,60746948,795,41,BANCO BRADESCO S.A.,Banco Múltiplo,1710,"CASTELO, ES                                                 ",AV. GETULIO VARGAS S/N.,          ,                                                  ,CENTRO,29360-000,CASTELO,ES,25/10/1985 ,28,35422323,9999967701,3201407,-20.5470065,-41.1602597,-20.5470065,-41.1602597
6680,28127603,59,94,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,146,CONCEICAO DO CASTELO                                        ,AV JOSE GRILLO 659,          ,                                                  ,CENTRO,29370-000,CONCEICAODOCASTELO,ES,1978-09-10 00:00:00,27,35471205,9999978998,3201704,-20.3821834,-41.260776,-20.3821834,-41.260776
6683,28127603,83,14,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,177,VENDA NOVA DO IMIGRANTE                                     ,AV. EVANDI AMERICO COMARELLA,441,LOJA 2                                            ,ESPLANADA,29375-000,VENDANOVADOIMIGRANTE,ES,1988-01-09 00:00:00,28,35461120,9999978974,3205069,-20.3778126,-41.1401349,-20.3778126,-41.1401349
6684,60746948,1732,11,BANCO BRADESCO S.A.,Banco Múltiplo,1488,"VENDA NOVA DO IMIGRANTE, ES                                 ","AV. DOMINGOS PERIN, 234",          ,LOJA 1                                            ,CENTRO,29375-000,VENDANOVADOIMIGRANTE,ES,19/03/1985 ,28,35461574,9999966862,3205069,-20.3778126,-41.1401349,-20.3778126,-41.1401349
6686,28127603,21,11,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,127,MUNIZ FREIRE                                                ,"RUA PEDRO DEPS, 34",          ,                                                  ,CENTRO,29380-000,MUNIZFREIRE,ES,29/11/1965 ,28,35441316,9999979036,3203700,-20.4000431,-41.401196,-20.4000431,-41.401196
6689,28127603,17,35,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,123,IUNA                                                        ,"AV. PRESIDENTE GETULIO VARGAS, N. 216",          ,                                                  ,CENTRO,29390-000,IUNA,ES,1962-03-12 00:00:00,28,35451488,9999979040,3203007,-20.3597726,-41.7407394,-20.3597726,-41.7407394
6692,28127603,60,28,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,164,IBATIBA                                                     ,AV MARIO ANDREAZZA 480,          ,                                                  ,CENTRO,29395-000,IBATIBA,ES,14/12/1978 ,28,35431211,9999978997,3202454,-20.2628866,-41.5412618,-20.2628866,-41.5412618
6693,28127603,121,84,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,38,IRUPI                                                       ,"R VEREADOR JEREMIAS DE CASTRO SOUZA, 43",          ,                                                  ,CENTRO,29398-000,IRUPI,ES,2004-01-09 00:00:00,28,35481100,9999832326,3202652,-20.317192,-41.62114,-20.317192,-41.62114
6696,28127603,19,5,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,125,MIMOSO DO SUL                                               ,PCA CEL PAIVA GONCALVES 80,          ,                                                  ,CENTRO,29400-000,MIMOSODOSUL,ES,1962-09-07 00:00:00,28,35551317,9999979038,3203403,-21.0985212,-41.401196,-21.0985212,-41.401196
6697,28127603,52,18,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,143,APIACA                                                      ,"AVENIDA JERONIMO MONTEIRO, Nº 52",          ,                                                  ,CENTRO,29450-970,APIACA,ES,2001-01-11 00:00:00,28,35571338,9999979005,3200508,-21.01019,-40.83504,,
6698,28127603,8,44,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,114,BOM JESUS DO NORTE                                          ,"RUA MAJOR BLEY, Nº 141",          ,                                                  ,CENTRO,29460-000,BOMJESUSDONORTE,ES,1942-10-09 00:00:00,28,35621144,9999979049,3201100,-21.0980507,-41.6311166,-21.0980507,-41.6311166
6700,28127603,33,55,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,134,SAO JOSE DO CALCADO                                         ,"PRACA TEOFILO LOBO, 72",          ,                                                  ,CENTRO,29470-000,SAOJOSEDOCALCADO,ES,18/01/1972 ,28,35561233,9999979024,3204807,-21.001985,-41.6610356,-21.001985,-41.6610356
6703,28127603,22,0,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,128,MUQUI                                                       ,"RUA VIEIRA MACHADO, 161",          ,                                                  ,CENTRO,29480-000,MUQUI,ES,1953-02-03 00:00:00,28,35541355,9999979035,3203809,-20.9414569,-41.3410594,-20.9414569,-41.3410594
6704,28127603,95,58,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,144,ATILIO VIVACQUA                                             ,AV. CAROLINA FRAGA,30,                                                  ,CENTRO,29490-000,ATILIOVIVACQUA,ES,2001-01-11 00:00:00,28,35381106,9999978962,3200706,-20.9496372,-41.1803774,-20.9496372,-41.1803774
6707,28127603,3,30,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,138,ALEGRE                                                      ,"RUA FRANCISCO TEIXEIRA, Nº 03",          ,                                                  ,CENTRO,29500-000,ALEGRE,ES,1939-01-03 00:00:00,28,35521385,9999979054,3200201,-20.6869406,-41.4812771,-20.6869406,-41.4812771
6708,60746948,1721,69,BANCO BRADESCO S.A.,Banco Múltiplo,1489,"ALEGRE, ES                                                  ","PRACA 6 DE JANEIRO, 50",          ,                                                  ,CENTRO,29500-000,ALEGRE,ES,21/03/1985 ,28,35522360,9999966873,3200201,-20.6869406,-41.4812771,-20.6869406,-41.4812771
6709,28127603,37,89,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,140,JERONIMO MONTEIRO                                           ,"AV. DR. JOSE FARAH, N. 270",          ,                                                  ,CENTRO,29550-000,JERONIMOMONTEIRO,ES,2001-01-11 00:00:00,28,35581335,9999979020,3203106,-20.8131981,-41.3811577,-20.8131981,-41.3811577
6712,28127603,14,92,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,121,GUAGUI                                                      ,RUA DEMERVAL DO AMARAL 111,          ,                                                  ,CENTRO,29560-000,GUACUI,ES,29/09/1952 ,28,35531441,9999979043,3202306,-20.7714101,-41.7208243,-20.7714101,-41.7208243
6713,60746948,1709,72,BANCO BRADESCO S.A.,Banco Múltiplo,1475,"GUACUI, ES                                                  ","AV. MARECHAL FLORIANO, 288",          ,                                                  ,CENTRO,29560-000,GUACUI,ES,1985-08-03 00:00:00,28,35531359,9999966885,3202306,-20.7714101,-41.7208243,-20.7714101,-41.7208243
6714,28127603,96,39,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,168,DORES DO RIO PRETO                                          ,"RUA ALFREDO GUALANDI DA SILVA, S/N",          ,                                                  ,CENTRO,29580-000,DORESDORIOPRETO,ES,2005-06-10 00:00:00,28,35591120,9999764473,3202009,-20.6445443,-41.7904952,-20.6445443,-41.7904952
6717,28127603,2,59,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,137,AFONSO CLAUDIO                                              ,"RUA MAL DEODORO,68",          ,                                                  ,CENTRO,29600-000,AFONSOCLAUDIO,ES,1941-01-09 00:00:00,27,37351277,9999979055,3200102,-20.0807222,-41.1602597,-20.0807222,-41.1602597
6718,28127603,87,48,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,186,LARANJA DA TERRA                                            ,AVENIDA CARLOS PALÁCIO,291,                                                  ,CENTRO,29615-000,LARANJADATERRA,ES,2001-01-11 00:00:00,27,37361227,9999978970,3203163,-19.8703061,-41.0797172,-19.8703061,-41.0797172
6720,28127603,16,54,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,122,ITARANA                                                     ,PRACA ANA MATTOS,200,                                                  ,CENTRO,29620-000,ITARANA,ES,23/01/1961 ,27,37201144,9999979041,3202900,-19.940272,-40.8980767,-19.940272,-40.8980767
6722,28127603,127,70,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,279,BREJETUBA                                                   ,RUA ARACY PEREIRA SARTH,32,                                                  ,CENTRO,29630-000,BREJETUBA,ES,2005-07-10 00:00:00,27,37331070,9999764468,3201159,-20.1379274,-41.3009321,-20.1379274,-41.3009321
6724,28127603,80,71,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,109,SANTA LEOPOLDINA                                            ,"RUA PRESIDENTE VARGAS, 1600",          ,                                                  ,CENTRO,29640-000,SANTALEOPOLDINA,ES,1985-01-04 00:00:00,27,32661233,9999978977,3204500,-20.1054387,-40.5127142,-20.1054387,-40.5127142
6727,28127603,31,93,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,132,SANTA MARIA DE JETIBA                                       ,AVENIDA FREDERICO GRULKE,676,                                                  ,CENTRO,29645-000,SANTAMARIADEJETIBA,ES,1968-11-03 00:00:00,27,32631185,9999979026,3204559,-20.0934536,-40.8374011,-20.0934536,-40.8374011
6730,28127603,44,8,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,158,SANTA TERESA                                                ,AV GETULIO VARGAS 146,          ,                                                  ,CENTRO,29650-000,SANTATERESA,ES,16/10/1975 ,27,32591407,9999979013,3204609,-19.8486906,-40.5940565,-19.8486906,-40.5940565
6731,60746948,2109,40,BANCO BRADESCO S.A.,Banco Múltiplo,1869,"SANTA TERESA, ES                                            ",RUA JERÔNIMO VERVLOET,98,"COM AV. GETúLIO VARGAS, 117                       ",CENTRO,29650-000,SANTATERESA,ES,26/02/1986 ,27,32591446,9999966521,3204609,-19.8486906,-40.5940565,-19.8486906,-40.5940565
6733,28127603,125,8,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,188,SAO ROQUE DO CANAA                                          ,"RUA LOURENCO ROLDI, N. 75",          ,28127603,SAOROQUINHO,29665-000,SAOROQUEDOCANAA,ES,2001-01-11 00:00:00,27,37291377,9999978944,3204955,-19.7234229,-40.6955747,-19.7234229,-40.6955747
6735,28127603,42,46,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,148,IBIRACU                                                     ,AV CONDE DEU 541,          ,                                                  ,CENTRO,29670-000,IBIRACU,ES,1975-06-02 00:00:00,27,32571117,9999979015,3202504,-19.8400459,-40.4108767,-19.8400459,-40.4108767
6737,28127603,82,33,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,173,JOAO NEIVA                                                  ,"AV. PRESIDENTE VARGAS, 223",          ,                                                  ,CENTRO,29680-000,JOAONEIVA,ES,29/08/1988 ,27,32581164,9999978975,3203130,-19.7117202,-40.4516329,-19.7117202,-40.4516329
6738,60746948,2083,76,BANCO BRADESCO S.A.,Banco Múltiplo,1843,"JOAO NEIVA, ES                                              ","AV. BRASIL, 95",          ,                                                  ,CENTRO,29680-000,JOAONEIVA,ES,1989-04-09 00:00:00,27,32581180,9999966547,3203130,-19.7117202,-40.4516329,-19.7117202,-40.4516329
6742,28127603,11,40,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,117,COLATINA                                                    ,"AV. GETULIO VARGAS, 366",          ,                                                  ,CENTRO,29700-010,COLATINA,ES,1938-01-07 00:00:00,27,37224855,9999979046,3201506,-19.53547,-40.62865,,
6744,60746948,663,0,BANCO BRADESCO S.A.,Banco Múltiplo,554,"COLATINA, CENTRO, ES                                        ","AV. GETULIO VARGAS, 97",          ,TRAV.TULIO MARGOTTO                               ,CENTRO,29700-011,COLATINA,ES,28/02/1973 ,27,37221100,9999967805,3201506,-19.53547,-40.62865,,
6745,90400888,2592,0,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1008,001-1008 CENTRO-COLATINA-ES                                 ,"AV GETULIO VARGAS, 443",0,                                                  ,CENTRO,29700-017,COLATINA,ES,27/12/2012 ,27,37229450,9999401648,3201506,-19.53547,-40.62865,,
6747,60701190,686,71,ITAÚ UNIBANCO S.A.,Banco Múltiplo,336,COLATINA-ES                                                 ,"RUA EXPEDICIONARIO ABILIO DOS SANTOS, 30",          ,                                                  ,CENTRO,29700-070,COLATINA,ES,26/09/1975 ,11,30034828,9999969827,3201506,-19.53604,-40.63052,,
6748,7237373,198,15,BANCO DO NORDESTE DO BRASIL S.A.,Banco Múltiplo,198,COLATINA                                                    ,RUA MOACYR ÁVIDOS,53,                                                  ,CENTRO,29702-030,COLATINA,ES,22/11/2004 ,27,37211022,9999810264,3201506,-19.53894,-40.63357,,
6750,28127603,27,7,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,136,SAO SILVANO                                                 ,AV SILVIO AVIDOS 1335,          ,                                                  ,SAOSILVANO,29703-100,COLATINA,ES,16/05/1966 ,27,33836000,9999979030,3201506,-19.51939,-40.63999,,
6754,28127603,6,82,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,112,BAIXO GUANDU                                                ,AV CARLOS DE MEDEIROS  284,          ,                                                  ,CENTRO,29730-000,BAIXOGUANDU,ES,20/10/1941 ,27,37321100,9999979051,3200805,-19.6596295,-40.9990597,-19.6596295,-40.9990597
6755,60746948,7282,99,BANCO BRADESCO S.A.,Banco Múltiplo,5460,"BAIXO GUANDU, ES                                            ",AV CARLOS DE MEDEIROS,260,                                                  ,CENTRO,29730-000,BAIXOGUANDU,ES,2011-09-11 00:00:00,27,37321011,9999482161,3200805,-19.6596295,-40.9990597,-19.6596295,-40.9990597
