index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
6499,28127603,110,21,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,76,PRAIA DO SUA                                                ,"RUA PADRE ANTONIO RIBEIRO PINTO, 38",          ,"LOJA 05,TERREO                                    ",PRAIADOSUA,29052-290,VITORIA,ES,1994-01-02 00:00:00,27,33240211,9999978953,3205309,-20.31168,-40.30115,,
6502,28127603,117,6,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,274,RETA DA PENHA                                               ,"AV. NOSSA SRA. DA PENHA,1151",          ,                                                  ,SANTALUCIA,29055-131,VITORIA,ES,1994-04-10 00:00:00,27,33152780,9999978947,3205309,-20.30344,-40.2977,,
6503,60746948,3699,73,BANCO BRADESCO S.A.,Banco Múltiplo,3113,"PRACA SAN MARTIN,URB.VITORIA, ES                            ","PCA.SAN MARTIN, 56",          ,LOJA 1                                            ,PRAIADOCANTO,29055-170,VITORIA,ES,25/02/2004 ,27,32259422,9999869850,3205309,-20.30137,-40.298,,
6504,60701190,3008,33,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7074,PERSONNALITE VITORIA                                        ,AV. SATURNINO DE BRITO,669,                                                  ,PRAIADOCANTO,29055-180,VITORIA,ES,26/03/2007 ,11,30034828,9999699321,3205309,-20.30021,-40.29208,,
6505,90400888,2415,6,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3345,RETA DA PENHA-VITORIA-ES                                    ,"AV. NOSSA SENHORA DA PENHA, 1455",          ,                                                  ,SANTALUCIA,29055-243,VITORIA,ES,30/04/2009 ,27,2279533,9999608187,3205309,-20.31076,-40.29483,,
6507,28127603,48,31,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,108,PRAIA DO CANTO                                              ,"RUA JOÃO DA CRUZ, Nº 42",          ,LOJAS 4 A 8                                       ,PRAIADOCANTO,29055-620,VITORIA,ES,18/10/1976 ,27,33833930,9999979009,3205309,-20.295,-40.29267,,
6510,90400888,2965,99,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1829,001-1829 SELECT P DO CANTO-VITORIA                          ,AV DES SANTOS NEVES,741,                                                  ,PRAIADOCANTO,29055-723,VITORIA,ES,21/12/2015 ,27,32017900,9999293621,3205309,-20.30821,-40.29534,,
6511,90400888,2344,88,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4396,001 4396 RETA DA PENHA-VITORIA-ES I                         ,AV N SRA DA PENHA,1455,                                                  ,SANTALUCIA,29056-243,VITORIA,ES,30/04/2009 ,27,31456100,9999608180,3205309,-20.29545,-40.30097,,
6512,60746948,5280,10,BANCO BRADESCO S.A.,Banco Múltiplo,1718,"PRIME PRAIA DO CANTO, URB. VITORIA, ES                      ","AV. NOSSA SENHORA DA PENHA, 1361",          ,                                                  ,SANTALUCIA,29056-245,VITORIA,ES,30/12/2008 ,27,31341600,9999620451,3205309,-20.29545,-40.30097,,
6513,60701190,941,68,ITAÚ UNIBANCO S.A.,Banco Múltiplo,870,VITORIA/PRAIA DO CANTO-ES                                   ,"AV. NOSSA SENHORA DA PENHA, 585",          ,                                                  ,SANTALUZIA,29056-250,VITORIA,ES,1980-10-11 00:00:00,11,30034828,9999969578,3205309,-20.29545,-40.30097,,
6514,61186680,35,13,BANCO BMG S.A.,Banco Múltiplo,35,FILIAL VITÓRIA.                                             ,AVENIDA NOSSA SENHORA DA PENHA,565,LOJA 01                                           ,SANTALUCIA,29056-923,VITORIA,ES,2006-03-04 00:00:00,27,3345,9999741841,3205309,-20.30619,-40.29675,,
6516,28127603,81,52,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,83,JARDIM DA PENHA                                             ,"AV FRANCISCO GENEROSO DA FONSECA, Nº 861",          ,                                                  ,JARDIMDAPENHA,29060-140,VITORIA,ES,1985-01-04 00:00:00,27,32003243,9999978976,3205309,-20.28325,-40.29517,,
6520,60701190,2135,15,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4867,VITÓRIA/PRAIA DO CAMBURI                                    ,"AV. DANTE MICHELINI, 1423",          ,                                                  ,JARDIMDAPENHA,29060-235,VITORIA,ES,20/01/2004 ,11,30034828,9999870948,3205309,-20.28755,-40.2909,,
6521,60746948,2482,46,BANCO BRADESCO S.A.,Banco Múltiplo,2612,"JARDIM DA PENHA - URB. VITóRIA, ES                          ",AVENIDA DANTE MICHELINI,575,"LOJA 1, EDIFíCIO ALAMEDA VITóRIA RESIDENCE        ",JARDIMPENHA,29060-235,VITORIA,ES,1989-01-02 00:00:00,27,33271668,9999966172,3205309,-20.28755,-40.2909,,
6523,90400888,2422,35,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4316,VITORIA-JD. DA PENHA                                        ,AV DES DERMEVAL LYRIO,621,SL 3 / LJ 01 A 07                                 ,MATADAPRAIA,29065-340,VITORIA,ES,30/04/2009 ,27,3242727,9999608183,3205309,-20.27599,-40.29425,,
6524,60746948,9103,30,BANCO BRADESCO S.A.,Banco Múltiplo,3751,PRACA CORONEL FRANCISCO PEREIRA DO NASCIMENTO   URB  VITORIA,PRACA CORONEL FRANCISCO PEREIRA DO NASCI,51,                                                  ,ANTÔNIOHONÓRIO,29070-810,VITORIA,ES,2016-10-10 00:00:00,0,0,9999269232,3205309,-20.2657,-40.29772,,
6528,28127603,107,26,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,44,JARDIM CAMBURI                                              ,RUA ITALINA PEREIRA MOTTA,270,                                                  ,JARDIMCAMBURI,29090-370,VITORIA,ES,1993-03-05 00:00:00,27,33833270,9999978956,3205309,-20.25821,-40.26583,,
6529,60701190,2737,63,ITAÚ UNIBANCO S.A.,Banco Múltiplo,6509,VITÓRIA/JARDIM CAMBURI                                      ,"RUA JOSÉ CELSO CLAUDIO, 950",          ,                                                  ,JARDIMCAMBURI,29090-410,VITORIA,ES,28/12/2005 ,11,30034828,9999753310,3205309,-20.25972,-40.2638,,
6532,90400888,2714,13,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1536,001 1536 - CAMBURI-CAP-ES                                   ,AV ARMANDO DUARTE RABELLO,215,LOJAS 1 E 11 VG                                   ,JARDIMCAMBURI,29092-280,VITORIA,ES,2011-12-08 00:00:00,27,33953900,9999517121,3205309,-20.25148,-40.27294,,
6534,28127603,67,2,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,91,VILA VELHA                                                  ,"AV. CHAMPAGNAT, 747",          ,                                                  ,CENTRO,29100-011,VILAVELHA,ES,1979-06-03 00:00:00,27,33290411,9999978990,3205200,-20.33619,-40.2906,,
6535,60746948,1471,30,BANCO BRADESCO S.A.,Banco Múltiplo,1200,"VILA VELHA, CENTRO, ES                                      ","RUA LUCIANO DAS NEVES, 688",          ,60746948,CENTRO,29100-201,VILAVELHA,ES,27/08/1981 ,27,32899418,9999967103,3205200,-20.33516,-40.29299,,
6538,90400888,1251,90,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,788,001 0788 CENTRO-VILA VELHA-ES I                             ,AV JERONIMO MONTEIRO,50,                                                  ,CENTRO,29100-401,VILAVELHA,ES,19/07/2007 ,27,33206600,9999685417,3205200,-20.33519,-40.29772,,
6539,90400888,2321,91,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4313,001 4313 CENTRO-VILA VELHA-ES II                            ,AV JERONIMO MONTEIRO,50,                                                  ,CENTRO,29100-401,VILAVELHA,ES,30/04/2009 ,27,33206600,9999607870,3205200,-20.33519,-40.29772,,
6541,60746948,3698,92,BANCO BRADESCO S.A.,Banco Múltiplo,3264,"PRIME VITORIA, ES                                           ","AV.JERONIMO MONTEIRO, 400",          ,1 ANDAR                                           ,CENTRO,29101-002,VITORIA,ES,25/02/2004 ,27,32239233,9999869758,3205309,,,,
6544,28127603,181,15,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,685,VALORES VILA VELHA                                          ,AV. HUGO MUSSO,1100,                                                  ,PRAIADACOSTA,29101-280,VILAVELHA,ES,2024-03-05 00:00:00,27,33831175,9998939413,3205200,-20.34105,-40.2843,,
6547,60701190,4761,9,ITAÚ UNIBANCO S.A.,Banco Múltiplo,5137,VILA VELHA-PRAIA COSTA                                      ,AVENIDA HUGO MUSSO,809,                                                  ,PRAIADACOSTA,29101-287,VILAVELHA,ES,23/12/2013 ,11,30034828,9999357757,3205200,-20.34105,-40.2843,,
6548,60701190,4762,81,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9604,PERSONNALITÉ VILA VELHA                                     ,AVENIDA HUGO MUSSO,809,A                                                 ,PRAIADACOSTA,29101-287,VILAVELHA,ES,23/12/2013 ,11,30034828,9999357761,3205200,-20.34105,-40.2843,,
6549,90400888,2735,48,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1160,001-1160 PRAIA DA COSTA-V.VELHA-ES                          ,"R SAO PAULO ,1320",          ,                                                  ,PRAIADACOSTA,29101-308,VILAVELHA,ES,28/12/2011 ,27,31491600,9999464970,3205200,-20.34237,-40.28547,,
6551,28127603,113,74,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,208,ITAPARICA                                                   ,"AV. SANTA LEOPOLDINA, Nº 840",          ,28127603,COQUEIRALDEITAPARICA,29102-040,VILAVELHA,ES,1994-10-01 00:00:00,27,33399170,9999978950,3205200,-20.36692,-40.30412,,
6553,90400888,3103,38,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2304,001 2304 ITAPARICA-VILA VELHA-ES                            ,R SETE DE JUNHO,33,LJ 01                                             ,COQUEIRALDITAPARIC,29102-310,VILAVELHA,ES,24/09/2019 ,27,32032550,9999164268,3205200,-20.35715,-40.29956,,
6557,28127603,93,96,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,183,COBILANDIA                                                  ,"AV. CARLOS LINDENBERG, 6066",          ,ED. HELENA LEITE                                  ,COBILANDIA,29111-165,VILAVELHA,ES,17/07/1989 ,27,33881030,9999978964,3205200,-20.35086,-40.347,,
6558,60701190,2045,24,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4276,VILA VELHA/ITAPOA                                           ,"RUA RESPLENDOR, 492",          ,                                                  ,ITAPOA,29111-575,VILAVELHA,ES,21/05/2002 ,11,30034828,9999968516,3205200,-20.44747,-40.35428,,
6559,90400888,2325,15,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3346,VILA VELHA                                                  ,"AV. JERONIMO MONTEIRO, 255",          ,LOTES 7 E 8                                       ,CENTRO,29115-045,VILAVELHA,ES,30/04/2009 ,27,3290755,9999607871,3205200,-20.33168,-40.3368,,
6560,28127603,13,1,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,101,GLORIA                                                      ,RUA SANTA TEREZINHA,482,                                                  ,GLORIA,29122-041,VILAVELHA,ES,14/10/1963 ,27,33399433,9999979044,3205200,-20.33748,-40.30785,,
6562,60701190,4185,91,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9288,VILA VELHA GLORIA                                           ,"RODOVIA CARLOS LINDENBERG, 645",          ,LOJA 1B - PARTE                                   ,GLORIA,29122-355,VILAVELHA,ES,2009-09-11 00:00:00,11,30034828,9999587321,3205200,-20.33965,-40.30641,,
6563,60746948,2631,21,BANCO BRADESCO S.A.,Banco Múltiplo,2313,"BAIRRO GLORIA,URB.VILA VELHA, ES                            ","RODOVIA CARLOS LINDEMBERG, 689",          ,                                                  ,GLORIA,29122-355,VILAVELHA,ES,16/07/1990 ,27,33393422,9999966039,3205200,-20.33965,-40.30641,,
6565,60701190,764,29,ITAÚ UNIBANCO S.A.,Banco Múltiplo,701,VILA VELHA-ES                                               ,"AV. CHAMPAGNAT, 1806",          ,                                                  ,CENTRO,29123-600,VILAVELHA,ES,15/10/1976 ,11,30034828,9999969752,3205200,-20.34897,-40.31795,,
6567,60746948,2032,26,BANCO BRADESCO S.A.,Banco Múltiplo,1793,"VIANA, ES                                                   ","RODOVIA BR-262, KM 7,5",          ,                                                  ,GUARITA,29130-000,VIANA,ES,23/12/1985 ,27,33362258,9999966586,3205101,-20.33074,-40.35063,,
6569,28127603,58,3,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,92,VIANA                                                       ,"AV GOVERNADOR RUBIM, Nº 85",          ,                                                  ,CENTRO,29135-000,VIANA,ES,19/06/1978 ,27,33833980,9999978999,3205101,-20.4045005,-40.4923608,-20.4045005,-40.4923608
6571,90400888,3034,71,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1983,001 1983 CENTRO-VIANA-ES                                    ,"ROD GOV MARIO COVAS, S/N",          ,KM 10 LJ 2 E 3                                    ,PQINDUSTRIAL,29136-552,VIANA,ES,23/08/2018 ,27,40043535,9999205495,3205101,-20.36273,-40.43717,,
6572,28127603,15,73,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,102,JARDIM AMERICA                                              ,"RUA PARAGUAI, 54",          ,                                                  ,JARDIMAMERICA,29140-190,CARIACICA,ES,15/10/1962 ,27,32265655,9999979042,3201308,-20.3328,-40.36617,,
6576,60701190,3952,81,ITAÚ UNIBANCO S.A.,Banco Múltiplo,8666,CARIACICA CAMPO GRANDE                                      ,"AV. EXPEDITO GARCIA, 60",          ,TERREO E SOBRELOJA PARTE                          ,CAMPOGRANDE,29146-200,CARIACICA,ES,26/11/2009 ,11,30034828,9999587030,3201308,-20.34264,-40.38471,,
6577,60746948,1681,37,BANCO BRADESCO S.A.,Banco Múltiplo,1446,"CARIACICA, CENTRO, ES                                       ","AV. EXPEDITO GARCIA, 32",          ,                                                  ,CAMPOGRANDE,29146-200,CARIACICA,ES,13/12/1984 ,27,33360211,9999966909,3201308,-20.34264,-40.38471,,
6580,28127603,34,36,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,105,CAMPO GRANDE                                                ,"AV. EXPEDITO GARCIA, 73",          ,                                                  ,CAMPOGRANDE,29146-201,CARIACICA,ES,20/12/1971 ,27,33365544,9999979023,3201308,-20.34264,-40.38471,,
6581,60701190,1287,55,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1424,CARIACICA-ES                                                ,"AV. EXPEDITO GARCIA, 71 E 71A",          ,                                                  ,CENTRO,29146-201,CARIACICA,ES,1986-12-03 00:00:00,11,30034828,9999969265,3201308,-20.34264,-40.38471,,
6582,90400888,2328,68,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3883,001 3883 CARIACICA                                          ,AVENIDA EXPEDITO GARCIA,559,TER L1 1P SLJ1                                    ,CAMPOGRANDE,29146-201,CARIACICA,ES,30/04/2009 ,27,32469050,9999607989,3201308,-20.34264,-40.38471,,
6583,28127603,162,52,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,601,EMPRESARIAL CAMPO GRANDE                                    ,"RODOVIA BR 262, KM 4,5, S/N",          ,ESQUINA COM A RUA CARLOS LINDEMBERG               ,CAMPOGRANDE,29146-341,CARIACICA,ES,2012-02-01 00:00:00,27,33832500,9999464492,3201308,-20.33715,-40.38689,,
6585,28127603,78,57,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,87,ITACIBA                                                     ,"RUA MANOEL JOAQUIM DOS SANTOS, 43",          ,                                                  ,ITACIBA,29150-270,CARIACICA,ES,1982-04-10 00:00:00,27,33832480,9999978979,3201308,-20.32438,-40.37232,,
6586,60746948,1820,40,BANCO BRADESCO S.A.,Banco Múltiplo,1573,"CARAPINA-DIST.MUN.SERRA, ES                                 ","RODOVIA BR-101 (NORTE), KM 8",          ,QUADRA 81-A                                       ,DISTCARAPINA,29160-000,SERRA,ES,1985-06-05 00:00:00,27,33282144,9999966788,3205002,,,,
6587,60701190,3070,99,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7419,SERRA/CARAPINA                                              ,"AV. PRESIDENTE CASTELO BRANCO, 122",          ,LOJA 6                                            ,CARAPINAGRANDE,29160-060,SERRA,ES,14/12/2007 ,11,30034828,9999664049,3205002,-20.2306,-40.27409,,
6589,28127603,35,17,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,107,JARDIM LIMOEIRO                                             ,RUA ANTONIO CARON,216,                                                  ,PLANALTOCARAPINA,29164-001,SERRA,ES,27/03/1972 ,27,32280122,9999979022,3205002,-20.21045,-40.24834,,
6594,28127603,130,75,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,59,LARANJEIRAS                                                 ,"AV. CENTRAL, Nº 440",          ,                                                  ,PARQUERESIDENCIALLARANJEIRAS,29165-130,SERRA,ES,2004-05-04 00:00:00,27,33284016,9999868137,3205002,-20.1993,-40.25188,,
6595,60701190,2044,43,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4293,SERRA (ES)                                                  ,"AV. CENTRAL, 966_PQ. RESIDENCIAL",          ,LARANJEIRAS                                       ,CARAPINA,29165-130,SERRA,ES,14/05/2002 ,11,30034828,9999968517,3205002,-20.1993,-40.25188,,
6596,60701190,4184,0,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9260,SERRA/LARANJEIRA                                            ,"AV. CENTRAL, 419",          ,PARTE                                             ,PQ.RESIDENCIALLARANJEIRAS,29165-130,SERRA,ES,26/10/2009 ,11,30034828,9999589829,3205002,-20.1993,-40.25188,,
6597,90400888,1209,89,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2288,001 2288 LARANJEIRAS-SERRA-ES II                            ,AV SEGUNDA AVENIDA,421,                                                  ,PQRESIDLARANJEIRAS,29165-390,SERRA,ES,24/10/2006 ,11,55386104,9999714906,3205002,-20.19698,-40.25268,,
6598,90400888,2326,4,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3944,LARANJEIRAS-SERRA-ES                                        ,"AV. SEGUNDA AVENIDA, 421",          ,                                                  ,PARQUERESIDENCIALLARANJEIRAS,29165-390,SERRA,ES,30/04/2009 ,27,3287035,9999608172,3205002,-20.19698,-40.25268,,
6599,90400888,2549,18,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,930,001 0930 LARANJEIRAS-SERRA-ES I                             ,AV SEGUNDA AVENIDA,421,                                                  ,PQRESIDLARANJEIRAS,29165-390,SERRA,ES,30/07/2010 ,27,32911400,9999558478,3205002,-20.19698,-40.25268,,
6602,28127603,152,80,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,552,CIVIT                                                       ,"AV. ELDES SCHERRER SOUZA, 660",          ,                                                  ,CIVITII,29168-060,SERRA,ES,2007-05-11 00:00:00,27,33480170,9999672665,3205002,-20.19468,-40.25098,,
6604,60701190,4649,41,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7836,SERRA - PORTO CANOA                                         ,AVENIDA BRASILIA,2627,LOJA 01                                           ,PORTOCANOA,29168-600,SERRA,ES,15/05/2013 ,11,30034828,9999383528,3205002,-20.15545,-40.25273,,
6607,60701190,3197,71,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7864,SERRA/JACARAIPE                                             ,"AV. ABIDO SAAD, 417",          ,                                                  ,PARQUEJACARAIPE,29175-520,SERRA,ES,24/07/2008 ,11,30034828,9999643544,3205002,-20.1516,-40.18615,,
6608,60746948,6129,8,BANCO BRADESCO S.A.,Banco Múltiplo,1331,"JACARAIPE,URB.SERRA, ES                                     ","AV.ABIDO SAAD, 348",          ,                                                  ,PARQUEJACARAIPE,29175-520,SERRA,ES,2011-03-05 00:00:00,27,32436243,9999525435,3205002,-20.1516,-40.18615,,
6609,28127603,63,70,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,90,JACARAIPE                                                   ,RUA ABDO SAADI Nº 773,          ,ESQUINA C/RUA JOÃO PESSOA LOJA 2                  ,JACARAIPE,29175-585,SERRA,ES,1979-09-03 00:00:00,27,33833780,9999978994,3205002,-20.13165,-40.18292,,
6610,28127603,76,95,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,110,SERRA                                                       ,"RUA ROMULO CASTELO, 48",          ,                                                  ,CENTRO,29176-080,SERRA,ES,1979-11-09 00:00:00,27,32511343,9999978981,3205002,-20.12591,-40.30797,,
6613,28127603,69,66,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,166,FUNDAO                                                      ,RUA INTERVENTOR DOS SANTOS NEVES,93,                                                  ,CENTRO,29185-000,FUNDAO,ES,1979-07-03 00:00:00,27,33833700,9999978988,3202207,-19.9685254,-40.3700923,-19.9685254,-40.3700923
6614,28127603,5,0,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,111,ARACRUZ                                                     ,"AV. VENANCIO FLORES, N. 1239",          ,                                                  ,CENTRO,29190-000,ARACRUZ,ES,1962-09-07 00:00:00,27,32561722,9999979052,3200607,,,,
6615,60701190,1260,35,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1406,ARACRUZ ES                                                  ,R GAL A GUARANA S/N,          ,                                                  ,CENTRO,29190-000,ARACRUZ,ES,1986-03-02 00:00:00,11,30034828,9999969292,3200607,,,,
6616,60746948,1349,9,BANCO BRADESCO S.A.,Banco Múltiplo,1723,"ARACRUZ, ES                                                 ","RUA ANANIAS NETO, 176",          ,                                                  ,CENTRO,29190-000,ARACRUZ,ES,1985-04-11 00:00:00,27,32561399,9999967210,3200607,,,,
6619,90400888,2750,87,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1623,001-1623 CENTRO-ARACRUZ-ES                                  ,"AV VENANCIO FLORES, 848",          ,                                                  ,,29190-010,ARACRUZ,ES,26/03/2012 ,27,32569250,9999445173,3200607,-19.82132,-40.27585,,
6620,60701190,1487,80,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1609,GUARAPARI-ES                                                ,"RUA JOAQUIM DA SILVA LIMA, 304",          ,                                                  ,CENTRO,29200-000,GUARAPARI,ES,19/10/1992 ,11,30034828,9999969069,3202405,,,,
6622,60746948,1711,97,BANCO BRADESCO S.A.,Banco Múltiplo,1474,"GUARAPARI,CENTRO, ES                                        ","RUA HENRIQUE COUTINHO, 901",          ,                                                  ,CENTRO,29200-190,GUARAPARI,ES,1985-08-03 00:00:00,27,31611040,9999966883,3202405,-20.67029,-40.49673,,
6624,28127603,47,50,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,174,GUARAPARI                                                   ,RUA JOAQUIM DA SILVA LIMA 209,          ,                                                  ,CENTRO,29200-260,GUARAPARI,ES,27/09/1976 ,27,33610922,9999979010,3202405,-20.67279,-40.49889,,
6626,60746948,6690,4,BANCO BRADESCO S.A.,Banco Múltiplo,6010,"RODOVIA  DO SOL,URB.GUARAPARI, ES                           ","AV.PADRE JOSE DE ANCHIETA, 2800",          ,                                                  ,MUQUICABA,29215-410,GUARAPARI,ES,17/05/2011 ,27,33613494,9999524160,3202405,-20.65232,-40.49556,,
6628,90400888,2327,87,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3369,GUARAPARI                                                   ,"RUA JOAQUIM LIMA SILVA, 224",          ,                                                  ,CENTRO,29220-060,GUARAPARI,ES,30/04/2009 ,273,6102551,9999607902,3202405,-20.6293,-40.47791,,
6631,28127603,45,99,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,156,ANCHIETA                                                    ,AV. CARLOS LINDEMBERG,445,                                                  ,CENTRO,29230-000,ANCHIETA,ES,21/11/1975 ,28,35361153,9999979012,3200409,-20.6855411,-40.67528530000001,-20.6855411,-40.67528530000001
6634,28127603,4,10,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,139,ALFREDO CHAVES                                              ,AV. GETÚLIO VARGAS,785,                                                  ,CENTRO,29240-000,ALFREDOCHAVES,ES,1963-11-11 00:00:00,27,32691115,9999979053,3200300,-20.5613639,-40.8374011,-20.5613639,-40.8374011
6637,28127603,106,45,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,49,MARECHAL FLORIANO                                           ,"RUA WALDEMAR MEES, 67",          ,                                                  ,CENTRO,29255-000,MARECHALFLORIANO,ES,1993-05-04 00:00:00,27,32881336,9999978957,3203346,-20.4419793,-40.7766611,-20.4419793,-40.7766611
6638,60746948,1121,82,BANCO BRADESCO S.A.,Banco Múltiplo,899,"MARECHAL FLORIANO, ES                                       ","PRACA JOSE HENRIQUE PEREIRA, 150",          ,                                                  ,CENTRO,29255-000,MARECHALFLORIANO,ES,15/01/1979 ,27,32881366,9999967417,3203346,-20.4419793,-40.7766611,-20.4419793,-40.7766611
6641,28127603,25,45,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,119,DOMINGOS MARTINS                                            ,AV PRES VARGAS 635,          ,                                                  ,CENTRO,29260-000,DOMINGOSMARTINS,ES,1963-12-06 00:00:00,27,32681384,9999979032,3201902,-20.3273264,-40.8374011,-20.3273264,-40.8374011
6642,28127603,129,31,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,62,PEDRA AZUL                                                  ,"AV. MODOLO, S/Nº",          ,"LOTE 130, PEDRA AZUL                              ",ARACE,29278-000,DOMINGOSMARTINS,ES,2004-05-04 00:00:00,27,32481162,9999868135,3201902,,,,
6645,28127603,40,84,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,149,ICONHA                                                      ,"AV. CORONEL ANTONIO DUARTE, 295",          ,                                                  ,CENTRO,29280-000,ICONHA,ES,1974-03-12 00:00:00,28,35371332,9999979017,3202603,-20.7702311,-40.8576334,-20.7702311,-40.8576334
6646,60746948,2088,80,BANCO BRADESCO S.A.,Banco Múltiplo,1846,"ICONHA, ES                                                  ","RUA MUNIZ FREIRE, 103-A",          ,                                                  ,CENTRO,29280-000,ICONHA,ES,14/02/1986 ,28,35371371,9999966542,3202603,-20.7702311,-40.8576334,-20.7702311,-40.8576334
6648,28127603,66,13,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,153,PIUMA                                                       ,"AV IZAIAS SCHERRER, Nº 14",          ,                                                  ,CENTRO,29285-000,PIUMA,ES,15/01/1979 ,28,35201142,9999978991,3204203,-20.8451736,-40.7665315,-20.8451736,-40.7665315
6649,28127603,53,7,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,161,RIO NOVO DO SUL                                             ,"RUA MUNIZ FREIRE, 5",          ,                                                  ,CENTRO,29290-000,RIONOVODOSUL,ES,19/09/1977 ,28,35331216,9999979004,3204401,-20.8250212,-40.9384914,-20.8250212,-40.9384914
6652,28127603,86,67,BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO,Banco Múltiplo,187,VARGEM ALTA                                                 ,"AV. NESTOR GOMES, N. 248",          ,                                                  ,CENTRO,29295-000,VARGEMALTA,ES,17/07/1989 ,28,35281004,9999978971,3205036,-20.6458812,-41.01923490000001,-20.6458812,-41.01923490000001
